Gene,disease_name,evidence_level,Typical inheritance,Penetrance,pediatric_onset,babyseq_category,meets_ngsr,Reason for BabySeq category,Pediatric disease gene in Bell 2011,pubmed_ids,iba_panel,Reviewed,evidence_score,penetrance_score,category_score,inheritance_code,is_pediatric,is_category_a,panel_SEIZ,panel_HYPOTO,panel_DERM,panel_HL,panel_CHD,panel_CM,panel_IEM,panel_REN,panel_PULM,panel_AN_TH,panel_SK,panel_COND,panel_THYR,actionability_index
COL5A2,Ehlers-Danlos syndrome,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"9425231, 22696272 , 23587214,  15580559",DERM,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75
COL6A1,Ullrich congenital muscular dystrophy,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"15955946, 16278855, 16130093,  24271325, 19309692, 15689448",HYPOTO,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
COL6A2,Ullrich congenital muscular dystrophy,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"8782832, 20302629, 15563506, 12297580, 16075202, 21280092 ",HYPOTO,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
COL6A3,Ullrich congenital muscular dystrophy,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"10399756, 11992252, 18825676, 24038877",HYPOTO,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
COL7A1,Epidermolysis bullosa dystrophica,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"10827412, 9892921, 1680286",DERM,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
COLQ,Congenital myasthenic syndrome,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"3010100, 11865139, 9758617, 10665486, 9689136",HYPOTO,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
CPS1,Carbamoylphosphate synthetase I deficiency,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"19793055, 17310273, 21120950 ","CHD, IEM",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0
CPT1A,Carnitine palmitoyltransferase I deficiency,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"7014807, 9691089, 15110323, 15363638, 14517221","COND, IEM, GLY, SEIZ",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1.0
CPT2,Carnitine palmitoyltransferase 2 deficiency,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"12673791, 16996287, 86512811, 8925671, 17936304, 18550408 ","BIL, COND, IEM, GLY, SEIZ, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1.0
CREBBP,Rubinstein-Taybi syndrome,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"12749047, 20717166, 17473832, 25388907, 15706485, 20689175, 18792986",SEIZ,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
CRLF1,Crisponi syndrome,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"17436252, 19012339, 24488861, 17436251",,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
CRTAP,"Osteogenesis imperfecta, type VII",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"12110406, 17055431",SK,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.75
CRYAB,Myofibrillar myopathy,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"14681890, 9731540, 21920752, 2482500, 23194663, 26627873, 21445271, 21130652, 23950959","CM, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.75
CSF2RA,Pulmonary alveolar proteinosis,Strong,XLR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"18955570, 20622029, 25425184, 18955567",PULM,Sept 2016 - Oct 2016,3.0,1.0,3.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.75
CSTB,"Epilepsy, progressive myoclonic 1A",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"8596935, 20548044, 9054946, 17003839",SEIZ,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75
CTC1,Coats plus syndrome,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"18005359, 9886310, 22267198, 22387016, 22899577, 25843205","AN_TH, DERM",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.75
CTNS,Cystinosis,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"9537412, 9792862, 12442267, 10556299, 12825071","THYR, IEM, REN",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1.0
CTSD,"Ceroid lipofuscinosis, neuronal, 10",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"16670177, 16685649, 25558065, 25298308, 24767253, 27072142, 26059544","IEM, SEIZ",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.75
CTSK,Pycnodysostosis,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"10074491 , 17397052, 10571690, 8703060, 24767306","IEM, SK",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0
CUBN,"Megaloblastic anemia-1, Finnish type",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"22929189, 10080186, 25349199  ","AN_TH, REN",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.75
CUL7,3-M syndrome,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"21364696, 21396581, 11665997, 17675530, 19225462 ",SK,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
CYBA,Chronic granulomatous disease,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"10910929, 1415254, 2243141, 23910690, 18422995","BOW, AN_TH, REN",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0
CYBB,Chronic granulomatous disease,Definitive,XLR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"1710153, 8634410, 11162142, 20729109, 9585602","BOW, AN_TH",Sept 2016 - Oct 2016,4.0,1.0,3.0,2.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
CYP11A1,"Adrenal insufficiency, congenital, with 46XY sex reversal, partial or complete",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"22968487, 19116240",,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
CYP11B1,"Adrenal hyperplasia, congenital, due to 11-beta-hydroxylase deficiency",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"2022736, 8506298, 20089618, 23146819, 25911436, 26066897, 26956189",,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
CYP21A2,"Adrenal hyperplasia, congenital, due to 21-hydroxylase deficiency",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"9556656, 9521938, 7629224, 9300201, 18000084, 18323673, 12915679 ",GLY,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
CYP27A1,Cerebrotendinous xanthomatosis,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"7315872, 2019602, 7915755, 9521761, 21404287, 8728327, 9392430, 11181744 ","BIL, SEIZ, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0
CYP27B1,"Vitamin D-dependent rickets, type I",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"17488797, 9837822, 9486994, 12050193 , 22588163",,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
CYP4F22,"Ichthyosis, congenital, autosomal recessive",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"16436457, 10712205",DERM,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75
D2HGDH,D-2-hydroxyglutaric aciduria,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"20020533, 16037974, 16081310, 15609246",SEIZ,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75
DBT,Maple syrup urine disease,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"8037208, 13813934, 2022752, 9621512, 26232051, 18378174","IEM, SEIZ",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0
DCLRE1C,"Severe combined immunodeficiency, Athabascan type",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"1916741, 10456341, 11336668, 19953608, 12569164, 18034425, 12406895",DERM,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
DCX,"Lissencephaly, X-linked",Definitive,XLR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"19342486, 18685874, 9489700",SEIZ,Sept 2016 - Oct 2016,4.0,1.0,3.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
DDB2,Xeroderma pigmentosum,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"20346687, 11338401, 23889214, 8798680, 10469312, 12812979, 26884178",DERM,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75
DDC,Aromatic L-amino acid decarboxylase deficiency,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"17240182, 15079002, 9789536, 17533144, 20505134, 25001633, 24865461, 24788355, 27243974",SEIZ,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75
DES,"Myopathy, myofibrillar",Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"14711882, 9697706, 22153487,  15800015, 11061256 , 16865695, 10717012","CM, COND, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1.0
DFNA5,Hearing loss,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"9771715, 17868390, 24164807, 14559215, 14676472, 19911014, 24933359, 26365971",HL,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75
DFNB59,Hearing loss,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"17373699, 17718865, 17301963, 17329413, 22617256, 26445815, 25631766",HL,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75
DGUOK,Mitochondrial DNA depletion syndrome,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"12205643, 15883261,  18205204, 16263314, 12205643, 17452231","BIL, IEM, GLY, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0
DHCR7,Smith-Lemli-Opitz syndrome,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"15954111, 9653161, 11427181, 15776424, 10814720, 11241839, 10677299","BIL, PULM, IEM, SEIZ",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0
DLD,"Maple syrup urine disease, type III",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"8037208, 13813934, 2022752, 8968745, 24012808, 15712224, 954084, 20652410","IEM, GLY, SEIZ, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.75
DLL3,"Spondylocostal dysostosis, autosomal recessive, 1",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"12746394, 12791036","SK, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.75
DMD,Duchenne muscular dystrophy,Definitive,XLR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"19945913, 19937601, 2491009, 7334502, 20485447, 25244321, 11524473","CM, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,2.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0
DMD,Becker muscular dystrophy,Definitive,XLR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"3384440, 19937601, 20031633, 17041906,  8401537, 17259292, 24292997","CM, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,2.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0
DMP1,"Hypophosphatemic rickets, AR",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"17033625, 22695891, 19007919, 20213538,  17033621, 19796717, 25180662, 20499351,  ","REN, SK",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.75
DMPK,Myotonic dystrophy 1,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"1310900, 16285929, 23404338, 21623381, 9563950, 23263591",HYPOTO,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
DNAAF1,Primary ciliary dyskinesia,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"19944405, 19944400",PULM,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.75
DNAH11,Primary ciliary dyskinesia,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"22184204, 24450482, 20513915, 18022865","PULM, CHD",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0
DNAH5,Primary ciliary dyskinesia,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"11788826, 16627867, 19357118, 22416021",PULM,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
DNAI1,Primary ciliary dyskinesia,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"11713099, 16858015, 10577904, 21143860",PULM,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.75
DNAJB6,"Muscular dystrophy, limb girdle",Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,," 21376592,  22366786, 14711882, 22334415",HYPOTO,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75
DNM2,"Myopathy, centronuclear",Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"22396310, 17932957, 19122038",HYPOTO,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
DNM2,"Charcot-Marie-Tooth disease, axonal, type 2M",Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"15731758, 19502294, 17636067",HYPOTO,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
DNMT3B,Immunodeficiency-centromeric instability-facial anomalies syndrome 1,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"11102980 , 21559330",,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
DOCK8,Hyper-IgE syndrome,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"20004785, 20622910, 19776401, 22968740 ",PULM,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
DOK7,Congenital myasthenic syndrome,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"18626973, 16917026, 22661499",HYPOTO,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
DPAGT1,"Congenital disorder of glycosylation, type Ij",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"22742743, 23249953, ","SEIZ, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.75
DSP,"Epidermolysis bullosa, lethal acantholytic",Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"16175511, 20302578, 9887343, 10594734, 16774985, 16917092","CM, COND, DERM",Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1.0
DUOX2,Thyroid dyshormonogenesis,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"16134168, 15863666, 21565790, 19789206, 24423310",THYR,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
DYSF,"Muscular dystrophy, limb-girdle, type 2B",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"8012357, 16087766, 19084402",HYPOTO,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
DYSF,Miyoshi muscular dystrophy 1,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"8808603, 3942856, 16010686, 12796534, 15116377, 9731526, 23519732",HYPOTO,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
EDA,"Ectodermal dysplasia, hypohidrotic",Definitive,XLR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"9683615, 18510547, 8696334, 21357618, 18231121",DERM,Sept 2016 - Oct 2016,4.0,1.0,3.0,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
EDAR,"Ectodermal dysplasia, hypohidrotic",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"16329325, 18231121, 16435307, 20979233",DERM,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
EDARADD,"Ectodermal dysplasia, hypohidrotic",Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"17354266, 11780064, 20477971, 20222921, 20979233, 26991760, 24666190",DERM,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75
EFHC1,Myoclonic epilepsy,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"15258581, 17159113, 22727576, 18505993, 22926142",SEIZ,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75
EFTUD2,Mandibulofacial dysostosis with microcephaly,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"24470203, 22305528, 23188108, 23879989",CHD,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.75
EGR2,Charcot-Marie-Tooth disease,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"10502832, 9537424, 11239949, 12736090, 11545686, 22271166, 15947997",HYPOTO,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75
EIF2AK3,Wolcott-Rallison syndrome,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"19837917, 15220213, 25659842, 10932183",SK,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
ELANE,"Neutropenia, congenital",Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"10581030, 14962902, 23463630, 19775295, 11001877",DERM,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
ELN,Supravalvar aortic stenosis,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"8096434, 11175284, 9215670, 19844261, 10942104","PULM, CHD, DERM",Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1.0
EMD,"Muscular dystrophy, Emery-Dreifuss",Definitive,XLR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"7894480, 10377322, 10480214, 8589715, 10382909, 9536090, 9195226","CM, COND, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,2.0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1.0
ENG,"Telangiectasia, hereditary hemorrhagic, type 1",Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"16752392, 7802026, 15517393, 9554745, 15880681, 16429404","PULM, DERM",Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0
ENPP1,"Arterial calcification, generalized, of infancy, 1",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"12881724, 15605415, 2001675",SK,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.75
EPM2A,"Epilepsy, progressive myoclonic 2A (Lafora)",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"12019207, 15781812, 10932264, 9771710, 9931343, 14532330",SEIZ,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ERCC2,Xeroderma pigmentosum,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"1372108, 1757099, 9238033, 7825573, 24418926, 11709541, 7585650","AN_TH, DERM",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0
ERCC5,Xeroderma pigmentosum,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"12060391, 7951246, 11228268, 23370536, 11841555",DERM,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
ERCC6,Cockayne syndrome,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"641373, 16865293, 10447254, 9443879, 19894250, 25376329","SK, SEIZ, DERM",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0
ERCC8,Cockayne syndrome,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"641373, 16865293, 10447254, 19894250, 26210811, 27004399","SK, SEIZ, DERM",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0
ESCO2,Roberts syndrome,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"19574259, 15821733, 18411254",SK,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.75
ESRRB,Hearing loss,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"21802533, 22951369, 22567352, 18179891, 23967202, 26226137",HL,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75
ETFA,Glutaric acidemia IIA,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"1882842, 1430199, 16510302, 20674745","IEM,GLY, SEIZ, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.75
ETFB,Glutaric acidemia IIB,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"7912128, 12815589, 1430199, 20674745, 18289905","IEM,GLY, SEIZ, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.75
