Gene,disease_name,evidence_level,Typical inheritance,Penetrance,pediatric_onset,babyseq_category,meets_ngsr,Reason for BabySeq category,Pediatric disease gene in Bell 2011,pubmed_ids,iba_panel,Reviewed,evidence_score,penetrance_score,category_score,inheritance_code,is_pediatric,is_category_a,panel_SEIZ,panel_HYPOTO,panel_DERM,panel_HL,panel_CHD,panel_CM,panel_IEM,panel_REN,panel_PULM,panel_AN_TH,panel_SK,panel_COND,panel_THYR,actionability_index
AAAS,Achalasia-addisonianism-alacrimia syndrome,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"12730363, 11159947, 11062474, 16609705, 12429595",HYPOTO,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
AARS,Charcot-Marie-Tooth disease,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"22009580, 22206013,  25476837,  20045102","IEM, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.75
AARS2,"Leukoencephalopathy, and ovarian failure in females",Moderate,AR,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,24808023,HYPOTO,Sept 2016 - Oct 2016,2.0,0.85,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.14166666666666666
ABAT,GABA-transaminase deficiency,Moderate,AR,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"20052547, 9746906, 25738457",SEIZ,Sept 2016 - Oct 2016,2.0,0.85,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.14166666666666666
ABCA12,"Ichthyosis, congenital, autosomal recessive",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"19434086, 10712205, 19241467",DERM,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
ABCA3,"Surfactant metabolism dysfunction, pulmonary, 3",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"16641205, 16728712, 17517255, 15044640",PULM,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
ABCA4,Stargardt disease,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"9054934, 10958763, 9973280, 14517951, 11527935, 21911583",,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ABCB11,"Cholestasis, progressive familial intrahepatic 2",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"9806540, 15300568, 10579978",BIL,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ABCB4,"Cholestasis, progressive familial intrahepatic 3",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"9419367, 17726488, 11313315, 20422496",BIL,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ABCB7,Sideroblastic anaemia and ataxia,Moderate,XLR,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"10196363, 11050011, 11843825","AN_TH, IEM, HYPOTO",Sept 2016 - Oct 2016,2.0,0.85,1.0,2.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.14166666666666666
ABCC2,Dubin-Johnson syndrome,Definitive,AR,MODERATE (A),Yes,C,0,"Moderate penetrance, Not actionable in childhood",,"8235715, 9425227","BIL, SEIZ",Sept 2016 - Oct 2016,4.0,0.6,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.19999999999999998
ABCC6,Pseudoxanthoma elasticum,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"10835643  10811882,  10835642,  16086317,  16392638 ",DERM,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
ABCC8,"Hyperinsulinemic hypoglycemia, familial",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"14715863, 23275527, 17575084, 20685672, 17668386","GLY, SEIZ, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0
ABCC9,"Atrial fibrillation, familial",Limited,AD,UNKNOWN,No,C,0,Limited evidence for gene's role in disease,,"17245405, 24439875","CM, COND, DERM",Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.041666666666666664
ABCC9,"Cardiomyopathy, dilated",Moderate,AD,MODERATE (B),No,B,1,"Moderate evidence, Actionable in childhood",,"15034580, 24503780","CM, COND, DERM",Sept 2016 - Oct 2016,2.0,0.4,2.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.13333333333333333
ABCC9,Hypertrichotic osteochondrodysplasia,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"22610116, 24352916, 23307537, 24715715","CM, COND, DERM",Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.75
ABCD1,Adrenoleukodystrophy,Definitive,XLR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"7904210, 11992258 , 11310629, 8441467, 8651290, 11748843","BIL, IEM, SEIZ, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,2.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1.0
ABCD4,"Methylmalonic aciduria and homocystinuria, cblJ type",Moderate,AR,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"22922874, 23141461","AN_TH, SEIZ",Sept 2016 - Oct 2016,2.0,0.85,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.14166666666666666
ABCG5,Sitosterolemia,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"11378826, 11099417, 11452359","BIL, AN_TH",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
ACAD8,Isobutyryl-CoA dehydrogenase deficiency,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"17304052, 12359132,  16857760 ",IEM,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0
ACAD9,ACAD9 deficiency,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"21057504, 22499348, 17564966, 25721401","IEM, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.75
ACADL,Sudden infant death,Limited,AR,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,Y,24591516,,Sept 2016 - Oct 2016,1.0,0.5,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666666666666664
ACADM,Medium chain acyl CoA dehydrogenase deficiency,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"11349232,  22542437,  15171998,  15832312, 2393404","IEM, GLY, SEIZ, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1.0
ACADS,"Acyl-CoA dehydrogenase, short-chain, deficiency of",Definitive,AR,MODERATE (A),Yes,C,0,"Moderate penetrance, Not actionable in childhood",Y,"16926354, 9499414,  18523805,  22241096","IEM, GLY, SEIZ, HYPOTO",Sept 2016 - Oct 2016,4.0,0.6,1.0,0.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.19999999999999998
ACADSB,2-Methylbutyryl-CoA dehydrogenase deficiency,Strong,AR,LOW (A),Yes,C,0,Low penetrance,Y,"20547083, 15615815, 12837870, 17945527 ","IEM, GLY, SEIZ, HYPOTO",Sept 2016 - Oct 2016,3.0,0.2,1.0,0.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.05000000000000001
ACADVL,VLCAD deficiency,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"7479827, 10077518, 7479827, 11158518, 7668252, 9973285","IEM, GLY, SEIZ, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1.0
ACAT1,Alpha-methylacetoacetic aciduria,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"17236799, 15877211, 11161836, 1715688, 7749408","IEM, GLY, SEIZ",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0
ACBD5,Thrombocytopaenia,Limited,AD,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,20626622,AN_TH,Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041666666666666664
ACE,Renal tubular dysgenesis,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"2359105, 22095942, 16116425",REN,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.75
ACO2,"Cerebellar-retinal degeneration, infantile",Moderate,AR,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"25351951, 22405087","IEM, HYPOTO",Sept 2016 - Oct 2016,2.0,0.85,1.0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.14166666666666666
ACOX1,Peroxisomal acyl-CoA oxidase deficiency,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"8040306, 18536048, 17458872","SEIZ, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.75
ACSF3,Combined malonic and methylmalonic aciduria,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"21841779, 21785126","IEM, GLY, SEIZ",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.75
ACTA1,Nemaline myopathy,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"10508519, 12601110, 11558787, 12921789, 19562689",HYPOTO,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
ACTA1,Congenital myopathy with fiber type disproportion,Moderate,AD,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"17387733, 15468086, 18976909, 20179953",HYPOTO,Sept 2016 - Oct 2016,2.0,0.85,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.14166666666666666
ACTA2,"Aortic aneurysm, familial thoracic",Definitive,AD,MODERATE (A),Yes,B,1,"Moderate penetrance, Actionable in childhood",,"17994018, 19409525, 21248741, 21212136, 25759435",,Sept 2016 - Oct 2016,4.0,0.6,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39999999999999997
ACTB,Baraitser-Winter syndrome,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"23756437,  23649928,  25052316",HL,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75
ACTB,Neutrophil dysfunction and recurrent infection,Limited,AD,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,10411937,HL,Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.041666666666666664
ACTC1,Atrial septal defect,Limited,AD,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,"17611253, 17947298, 24461919, 27139165","CHD, CM, COND",Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.041666666666666664
ACTC1,"Cardiomyopathy, dilated",Moderate,AD,MODERATE (B),Yes,B,1,"Moderate evidence, Actionable in childhood",,"9563954, 22464770, 20474083","CHD, CM, COND",Sept 2016 - Oct 2016,2.0,0.4,2.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.13333333333333333
ACTC1,"Cardiomyopathy, familial hypertrophic",Strong,AD,MODERATE (A),Yes,B,1,"Moderate penetrance, Actionable in childhood",,17611253,"CHD, CM, COND",Sept 2016 - Oct 2016,3.0,0.6,2.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.3
ACTC1,Left ventricular noncompaction,Limited,AD,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,"17611253,  25201647, 24691700, 20530761","CHD, CM, COND",Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.041666666666666664
ACTG1,"Deafness, autosomal dominant ",Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"13680526, 19477959, 14684684, 19419963",HL,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75
ACTG1,Baraitser-Winter syndrome,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,22366783,HL,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75
ACTG2,Megacystis-microcolon-intestinal hypoperistalsis syndrome,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"24676022, 24337657, 26647307",BOW,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
ACTN1,Macrothrombocytopenia,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"23434115, 25949529, 25361813, 26453073",AN_TH,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.75
ACTN2,"Cardiomyopathy, dilated",Limited,AD,UNKNOWN,No,C,0,Limited evidence for gene's role in disease,,14567970,CM,Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.041666666666666664
ACTN2,"Cardiomyopathy, familial hypertrophic",Moderate,AD,MODERATE (B),Yes,B,1,"Moderate evidence, Actionable in childhood",,"17097056, 20022194",CM,Sept 2016 - Oct 2016,2.0,0.4,2.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.13333333333333333
ACTN4,"Glomerulosclerosis, focal segmental, 1",Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"10700177, 12444222, 10571795,  23014460, 21680739",REN,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
ACVR1,Fibrodysplasia ossificans progressiva,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"19085907, 18203193,  16642017,  22977237,   22977237,  22508565",CHD,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0
ACVR2B,Left-right axis malformation,Limited,AR,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,"9916847, 21864452",CHD,Sept 2016 - Oct 2016,1.0,0.5,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.041666666666666664
ACVRL1,"Telangiectasia, hereditary hemorrhagic, type 2",Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"18312453, 17786384","PULM, DERM",Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0
ADA,Severe combined immunodeficiency due to ADA deficiency,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"9758612, 11807006, 3946419, 6863546",,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ADAM17,Neonatal inflammatory skin and bowel disease,Limited,AR,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,"22010916, 25804906",BOW,Sept 2016 - Oct 2016,1.0,0.5,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666666666666664
ADAMTS13,"Thrombotic thrombocytopenic purpura, familial",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"14563640, 12576319, 11586351, 22783805, 22529288, 14563640","THROM, AN_TH, REN",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0
ADAMTS2,Ehlers-Danlos syndrome VIIc,Moderate,AR,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,Y,"10417273, 15373769, 23495203",,Sept 2016 - Oct 2016,2.0,0.85,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14166666666666666
ADAMTSL2,Geleophysic dysplasia 1,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"2090119, 18677313, 21415077","IEM, SK, DERM",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.75
ADAR,Aicardi-Goutieres syndrome,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"23001123, 25604658","THYR, AN_TH, SEIZ, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0.75
ADAR,Dyschromatosis symmetrica hereditaria,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"15955093, 24950769, 12916015, 25982145, 27230815, 26892245","THYR, AN_TH, SEIZ, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1.0
ADK,Hypermethioninemia due to adenosine kinase deficiency,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"21963049,  26642971",BIL,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
AGA,Aspartylglucosaminuria,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"11174635, 1904874, 1722323 ","IEM, SEIZ",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.75
AGL,Glycogen storage disease IIIa,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"11977176, 10982190, 12442284, 23430490, 8755644, 8702417 ","GLY, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
AGPS,"Rhizomelic chondrodysplasia punctata, type 3",Moderate,AR,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,Y,"21990100, 24849933",,Sept 2016 - Oct 2016,2.0,0.85,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14166666666666666
AGRN,"Myasthenia, limb-girdle, familial",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"21990100, 24951643, 22205389",HYPOTO,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75
AGT,Renal tubular dysgenesis,Moderate,AR,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,Y,"2359105, 22095942, 16116425, 25414114",REN,Sept 2016 - Oct 2016,2.0,0.85,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.14166666666666666
AGTR1,Renal tubular dysgenesis,Moderate,AR,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,Y,"2359105, 22095942, 16116425",REN,Sept 2016 - Oct 2016,2.0,0.85,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.14166666666666666
AGXT,"Hyperoxaluria, primary, type 1",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"1703535, 10453743, 19479957, 24718375, 17495019","THYR, REN",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0
AHI1,Joubert syndrome-3,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"16453322, 15322546,  15467982 , 16155189","REN, SEIZ",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0
AHSP,Thalassaemia,Limited,AR,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,20371604,AN_TH,Sept 2016 - Oct 2016,1.0,0.5,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041666666666666664
AIFM1,Cowchock syndrome,Strong,XLR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"23217327, 20362274, 25986071, 26257172","HL, IEM, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,2.0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0.75
AIP,Pituitary adenoma,Definitive,AD,MODERATE (A),Yes,B,1,"Moderate evidence, Actionable in childhood",,"17244780,  23371967, 26186299, 16728643, 17893251, 21208107, 17893250",,Sept 2016 - Oct 2016,4.0,0.6,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39999999999999997
AIRE,"Autoimmune polyendocrinopathy syndrome , type I, with or without reversible metaphyseal dysplasia",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"10677297, 9398839, 15712268, 9888391",DERM,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
AK1,Hemolytic anemia due to adenylate kinase deficiency,Moderate,AR,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"12649162, 10233365, 2542324, 15315793",AN_TH,Sept 2016 - Oct 2016,2.0,0.85,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.14166666666666666
AKAP9,Long QT syndrome,Limited,AD,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,"18093912, 23174487, 26132555",COND,Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.041666666666666664
AKR1D1,"Bile acid synthesis defect, congenital, 2",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"3198770, 8301429, 15030995, 12970144",BIL,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
AKT2,Severe insulin resistance and diabetes mellitus,Limited,AD,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,"15166380, 21979934, 24285683","GLY, DERM",Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.041666666666666664
AKT3,Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome,Moderate,AD,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"22729224, 23745724","SEIZ, DERM",Sept 2016 - Oct 2016,2.0,0.85,1.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.14166666666666666
ALAS2,"Anemia, sideroblastic, X-linked",Definitive,XLR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"7592563, 24323989, 21309041, 20848343, 12393718","AN_TH, IEM, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,2.0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1.0
ALB,Analbuminemia,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"9266687, 20025859, 22327004, 8134387 ",THYR,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75
ALDH18A1,"Cutis laxa, autosomal recessive, type IIIA",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"21739576, 22411858, 25077174, 24913064, 26320891 ",DERM,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75
ALDH1A2,Tetralogy of Fallot,Limited,AD,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,19886994,CHD,Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.041666666666666664
ALDH3A2,Sjogren-Larsson syndrome,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"7485163, 2666627, 16476818","SEIZ, HYPOTO, DERM",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0
ALDH4A1,"Hyperprolinemia, type II",Moderate,AR,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"9700195, 2624476",SEIZ,Sept 2016 - Oct 2016,2.0,0.85,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.14166666666666666
ALDH5A1,Succinic semialdehyde dehydrogenase deficiency,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"14635103, 9266358, 9683595, 21612881",SEIZ,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ALDOA,Aldolase A deficiency,Moderate,AR,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"14615364, 2825199,  8598869",HYPOTO,Sept 2016 - Oct 2016,2.0,0.85,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.14166666666666666
ALDOB,Fructose intolerance,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"8071980, 738900, 3383242, 15532022, 18541450, 2349937",BIL,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ALG1,"Congenital disorder of glycosylation, type Ik",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"14973782, 20679665, 14709599, 26931382","SEIZ, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.75
